level,BlockItem,Bomb,Dropline,Empty tray reward,Frozen,Goldlock,GrillBomb,GrillIceMain,GrillIceNeighbor,GrillLock,Hidden,HorizontalConveyer,Ice,LockArea,Lockitem,Mini tray,Octochef,Order,Overcook,SilverLock,SpicyTray,ToggleGrill,Vending3,VendingTray,VerticalConveyer,WoodenTray,Wrapped,time
287,,1,,1,,,,,,,3,,2,,,,,,,,,,,,,,,180
288,,,,,,,,,,,3,,3,,,,,,,,,,,20,2,,,400
289,,,31,,6,,,,,,,,,,,,,,,,,,,,,,,300
29,,,,,,,,,,3,,,,,,,,,,,,,,,1,,,320
290,,,,,,,,,,,4,2,3,,,,,,,,,,,,,1,,375
291,,,,,,,,,,,4,3,3,,,,,,,,,,,,,,,340
292,,,,2,5,,,,,,4,,2,,,,,,,,,,,4,,,,270
293,,,,2,4,,,,,,2,,3,,,,,,,,,,,,,1,,290
294,,,,,4,,,,,3,5,,,,,,,,,,,,,,,1,,330
295,,,,,,,,,,,6,,2,,,5,,,,,,,,5,2,,,390
296,,,,,2,,,,,,4,,3,,,,,,,,,,,14,1,,,380
297,,,,2,3,,,,,,5,,1,,,,,,,,,,,,,,,365
298,,,,1,3,,,,,,5,,1,,,,,,,,,,,,,,,305
299,,,,,2,,,,,,5,,1,,,5,,,,,,,,7,1,,,365
3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,360
30,,,30,,,,,,,,,,,,,,,,,,,,,,,,,285
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
301,,,,1,3,,,,,4,,1,,,,5,,,,,,,,,,,,440
302,,,,,3,,,,,4,5,1,,,,,,,,,,,,3,,,,330
303,,,,2,3,,,,,3,4,,,,,10,,,,,,,,,2,,,530
304,,,,,8,,,,,2,5,,,,,,,,,,,,,,,,,300
305,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,330
306,,,,1,10,,,,,4,,1,,,,,,,,,,,,6,,,,460
307,,,,1,,,,,,3,,1,,,,5,,,,,,,,5,,,,510
308,,,,1,,1,,,,,5,,,,,6,,,,1,,,,,,,,410
309,,,,,2,,,,,,8,,3,,,5,,,,,,,,5,1,,,430
31,,,,1,,,,,,3,,,,,,3,,,,,,,,1,,,,310
310,,,,,3,,,,,,5,1,,,,13,,,,,,,,,,,,390
311,,1,,,2,,,,,,4,,3,,,,,,,,,,,,,,,300
312,,,,,,,,,,3,,,,,,3,,,,,,,,,,,,330
313,,,,,4,,,,,,,,5,,,,,,,,,,,,,,,360
314,,,,,7,,,,,,,,4,,,,,,,,,,,6,,,,290
315,,,,1,4,,,,,,,,,,3,,,,,,,,,,,,,360
316,,,,,5,,,,,,,1,,,3,,,,,,,,,2,,,,450
317,,,,,,1,,,,1,,3,,,,4,,,,1,,,,,,,,400
318,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
319,,,,,13,,,,,,,,,,,,,,,,,,,,,,,310
32,,,,,,,,,,3,,,,,,5,,,,,,,,,,,,240
320,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
321,,,,1,,,,,,4,,,,,,,,,,,,,,5,,,,330
322,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,360
323,,,,,2,,,,,5,,,,,,,,,,,,,,,1,,,360
324,,,,,2,,,,,1,,,,,3,10,,,,,,,,,1,,,390
325,,,,1,3,1,,,,,,,,,1,,,,,1,,,,,,,,280
326,,,,1,,1,,,,,,,1,,,,,,,1,,,,4,,,,195
327,,3,,,,,,,,,,,4,,,,,,,,,,,,,,,370
328,,1,,1,3,1,,,,,,,,,,8,,,,1,,,,4,1,,,410
329,,,,,6,,,,,,,,6,,,,,,,,,,,,,,,310
33,,,,1,,,,,,3,,1,,,,,,,,,,,,,,,,375
330,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
331,,,,,3,,,,,3,,,,,,20,,,,,,,,,2,,,340
332,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
333,,2,,1,3,,,,,4,,,,,,,,,,,,,,,,,,300
334,,,,1,6,,,,,1,,,,,2,,,,,,,,,,,,,330
335,,2,,1,2,,,,,,,,2,,2,,,,,,,,,5,,,,340
336,,,,,,,,,,,,1,4,,,,,,,,,,,3,,,,420
337,,4,,1,,1,,,,,,,1,,1,,,,,1,,,,,,,,270
338,,,,,,1,,,,,,,,,,,,,,1,,,,4,,,,340
339,,,,,7,,,,,,,,,,,7,,,,,,,,3,1,,,330
34,,,,2,,,,,,,,,,,,,,,,,,,,,,,,285
340,,,,1,6,1,,,,,,,,,1,,,,,,,,,,,,,300
341,,,,,3,1,,,,,2,,2,,,7,,,,,,,,9,1,,,400
342,,,,,,,,,,,,,,,,,,,,,,,,,,,,220
343,,2,,1,4,,,,,,,3,4,,1,12,,,,,,,,8,,,,360
344,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
345,,,,,4,1,,,,,,,4,,,,,,,,,,,,1,,,360
346,,2,,1,,1,,,,,,2,1,,,,,,,1,,,,,,,,360
347,,1,,1,4,1,,,,,,3,2,,,,,,,,,,,,,,,330
348,,1,,1,3,,,,,,,,4,,,,,,,,,,,,,,,330
349,,,,,3,,,,,,,,4,,,,,,,,,,,4,,,,400
35,,,,1,,,,,,,,3,,,,,,,,,,,,,,,,360
350,,,,,,1,,,,,,,1,,,,,,,1,,,,,,,,270
351,,,,,,1,,,,,,,,,,,,,,1,,,,6,,,,350
352,,,,,,,,,,,,4,1,,1,,,,,,,,,2,,,,330
353,,,,,1,,,,,,,,1,,1,,,,,,,,,8,,,,330
354,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
355,,,,,,,,1,4,,,,,,1,,,,,,,,,,,,,330
356,,,,,,1,,,,,,,2,,,,,,,1,,,,4,,,,270
357,,,,,,1,,,,,,,1,,,,,,,1,,,,3,,,,330
358,,,,,,1,,,,,,3,2,,,10,,,,1,,,,,,,,400
359,,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,280
36,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,385
360,,,,1,,1,,,,,,,1,,,,,,,1,,,,,,,,280
361,,,,2,,,,,,,,,,,,,,,,,,,1,1,,,,400
362,,,,1,,1,,,,,,,,,,,,,,,,,1,5,,,,300
363,,,,,,,,,,,,,6,,,,,,,,,,1,1,1,,,330
364,,,,,,,,,,,,4,3,,,,,,,,,,,4,,,,360
365,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
366,,,,,,,,,,,,2,3,,,10,,,,,,,,10,,,,380
367,,,,,,,,,,,,,4,,,,,,,,,,2,2,,,,330
368,,,,,,,,,,,,2,2,,,10,,,,,,,2,2,,,,360
369,,,,,,,,,,,,,,,,,,,,,,,3,3,,,,280
37,,,,,,,,,,3,,,,,,20,,,,,,,,,2,,,355
370,,,,,,1,,,,,,,1,,1,4,,,,,,,1,1,,,,305
371,,,,,,,,,,,,,3,,,,,,,,,,,,,,,300
372,,,,1,,,,,,,,2,3,,,5,,,,,,,,5,,,,400
373,,,,1,3,,,,,,,,1,,,5,,,,,,,,5,2,,,380
374,,,,,5,,,,,,,,,,,,,,,,,,,,,,,300
375,,,,,,1,,,,,4,2,2,,,,,,,,,,1,3,,,,400
376,,,,1,,,,,,,5,2,5,,,,,,,,,,,,,,,450
377,,,,,4,,,,,,3,2,3,,,,,,,,,,,6,,,,420
378,,,,,,,,,,,,4,2,,,,,,,,,,,3,,,,460
379,,,,,,,,,,,3,,4,,,,,,,,,,,5,1,,,365
38,,,,1,,,,,,,,,,,,,,,,,,,,,,,,320
380,,,,,,1,,,,,4,,,,,,,,,1,,,4,4,,,,420
381,,1,,,,1,,,,,4,4,3,,,,,,,,,,,,,,,500
382,,,,,1,,,,,,4,,5,,,,,,,,,,,,1,,,200
383,,2,,1,,,,,,,3,,3,,,,,,,,,,,,,,,360
384,,2,,1,,,,,,,2,,5,,,,,,,,,,,,2,,,360
385,,1,,,,,,,,,4,2,3,,,,,,,,,,,6,,,,340
386,,1,,1,,,,,,,3,,1,,,,,,,,,,,14,2,,,400
387,,1,,,1,1,,,,,2,2,1,,,,,,,,,,,16,,,,420
388,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
389,,2,,2,1,,,,,,5,1,5,,,,,,,,,,,,,,,380
39,,,,,,,,,,4,,,,,,,,,,,,,,,,,,300
390,,,,,,,,,,,6,,,,,,,,,,,1,,,,,,340
391,,1,,2,2,,,,,,6,,,,,,,,,,,2,,4,,,,380
392,,,,,,,,,,,6,,,,,,,,,,,2,,6,1,,,350
393,,,,,,,,,,,6,,5,,,,,,,,,,,,2,,,375
394,,,,1,,,,,,1,8,,3,,,,,,,,,,,6,,,,390
395,,,,1,,,,,,,13,2,5,,,,,,,,,,,,,,,430
396,,4,,,2,,,,,,6,4,1,,,,,,,,,,,2,,,,370
397,,1,,1,,,,,,,16,,1,,,2,,,,,,,,,,,,350
398,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
399,,,,,,1,,,,,7,,2,,,,,,,1,,,,,1,,,390
4,,,,1,,,,,,,,,,,,,,,,,,,,,,,,390
40,,,,,,,,,,1,,,,,,,,,,,,,,,,,,325
400,,,,,2,,,,,,16,1,3,,,,,,,,,,,6,,,,350
401,,,,,5,,,,,,,,,,,,,,1,,,,,,,,,270
402,,,,1,4,1,,,,,,,,,,,,,1,,,,,,,,,280
403,,,,,4,1,,,,,,,,,1,20,,,,1,,,,4,2,,,320
404,,,,1,4,1,,,,,,,,,1,,,,,1,,,,,,,,300
405,,,,,3,,,,,4,,,,,,1,,,1,,,,,4,,,,260
406,,,,,4,1,,,,,,,2,,,10,,,,,,,,,1,,,400
407,,2,,,5,,,,,,,,3,,,,,,,,,,,,,,,300
408,,2,,,4,1,,,,,,,3,,,6,,,,,,,,4,1,,,360
409,,,,,,,,,,,,,4,,,,,,,,,,,10,3,,,480
41,,,,1,,,,,,1,,,,,,4,,,,,,,,,,,,335
410,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
411,,,,,3,,,,,4,,,,,,,,,,,,,,4,,,,260
412,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,340
413,,2,,,5,,,,,,,,,,,,,,,,,,,,,,,290
414,,1,,,,,,,,,,3,1,,1,,,,1,,,,,4,,,,380
415,,2,,,,1,,,,,,,,,2,,,,,1,,,,,,,,260
416,,,,,4,1,,,,,,,2,,,,,,,,,,,5,,,,300
417,,,,,5,1,,,,,,,2,,,8,,,,,,,,4,1,,,400
418,,,,,10,,,,,,,,,,,,,,2,,,,,4,,,,400
419,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
42,,,,1,,,,,,2,,,,,,5,,,,,,,,,,,,300
420,,2,,,5,,,,,,,2,,,,,,,1,,,,,4,,,,500
421,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
422,,4,,,,,,,,,,,,,3,,,,,,,,,,,,,250
423,,1,,,3,,,,,,,,,,4,,,,,,,,,5,,,,340
424,,,,,4,,,,,,,,3,,,,,,,,,,,3,,,,320
425,,,,,4,,,,,,,1,3,,,,,,1,,,,,2,,,,250
426,,,,1,4,1,,,,,,,,,,,,,,1,,,,6,,,,260
427,,2,,,2,1,,,,,,,,,,,,,,1,,,,,,,,320
428,,1,,,3,1,,,,2,,3,,,,,,,2,,,,,4,,,,340
429,,,,,,,,,,,,,,,,,,,,,,,,,,,,290
43,,,,1,,,,,,2,,,,,,,,,,,,,,,,,,300
430,,,,,6,1,,,,,,,,,,,,,,1,,,,,,,,280
431,,2,,1,6,1,,,,2,,,,,,,,,,,,,,,,,,220
432,,,,1,6,,,,,3,,,,,,,,,,,,,,4,,,,350
433,,,,,6,,,,,4,,,,,,,,,,,,,,,,,,340
434,,,,,5,1,,,,,,,3,,,,,,,,,,,,1,,,300
435,,,,,,,,,,,,5,6,,,,,,1,,,,,,,,,360
436,,3,,,3,1,,,,,,,,,,,,,,1,,,,,,,,220
437,,2,,,,1,,,,,,,1,,,,,,,,,,,14,1,,,230
438,,,,,,,,,,5,,1,,,,,,,2,,,,,,,,,320
439,,,,,,,,,,3,,,,,,,,,,,,,,5,,,,340
44,,,,1,,,,,,3,,2,,,,,,,,,,,,,,,,410
440,,,,,,,,,,4,,,,,,,,,,,,,,,,,,350
441,,,,,3,,,,,,,1,2,,,,,,1,,,,,,,,,345
442,,,,,,1,,,,,,,3,,,10,,,1,,,,,,2,,,280
443,,,26,,,,,,,,,,,,,,,,,,,,,,,,,300
444,,,,,,1,,,,,,,4,,,,,,1,,,,,,1,,,300
445,,,,,,1,,,,,,,1,,,3,,,,1,,,,,,,,400
446,,,,,,1,,,,,,,1,,,16,,,,1,,,,8,2,,,500
447,,,,,,1,,,,,,,3,,,,,,2,1,,,,,,,,400
448,,,,,,1,,,,,,,2,,,,,,,1,,,,,,,,240
449,,,,,,,,,,,,,4,,,5,,,,,,,,,,,,360
45,,,,1,,,,,,2,,4,,,,,,,,,,,,,,,,340
450,,,,,,,,,,,,3,2,,,,,,,,,,,3,,,,400
451,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,370
452,,,,,4,,,,,,,2,,,,,,,1,,,,,,,,,350
453,,,,,,,,,,,,,4,,,,,,,,,,,,,,,150
454,,,,,,,,,,,,5,,,,,,,,,,,,,,,,350
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,230
456,,,,,,,,,,,,,2,,,,,,,,,,,6,,,,350
457,,,,,,1,,,,5,,2,,,,,,,,,,,,,,,,310
458,,,,,,,,,,,,,3,,,8,,,,,,,,4,1,,,300
459,,,,,,,,,,,,1,5,,2,,,,1,,,,,,,,,250
46,,,,1,,1,,,,1,,,,,,,,,,,,,,,,,,210
460,,,,,,,,,,,,1,,,5,,,,,,,,,,,,,230
461,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,300
462,,,,,,,,,,2,,4,,,,2,,,,,,,,,,,,380
463,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
464,,,,,,,,,,,,3,,,,3,,,,,,,,,,,,360
465,,,,1,,,,,,,,1,3,,2,,,,,,,,,,,,,210
466,,,,,,,,,,,,,3,,,3,,,,,,,,,,,,350
467,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,280
468,,,,1,,1,,,,,,,2,,,,,,,,,,,5,,,,320
469,,,,,,1,,,,,,,1,,2,,,,,,,,,,,,,280
47,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,285
470,,,,,,1,,,,,,,2,,,,,,,1,,,,4,,,,270
471,,,,,4,,,,,4,,,1,,,,,,,,,,,,,,,440
472,,2,,,3,,,,,2,,,,,1,10,,,,,,,,2,1,,,400
473,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
474,,2,,,3,1,,,,1,,,,,,,,,,,,,,4,,,,210
475,,,,,4,,,,,,,,1,,1,,,,,,,,,,,,,270
476,,2,,,4,1,,,,2,,,,,,,,,,,,,,6,,,,280
477,,,,,3,1,,,,4,,1,1,,,,,,1,,,,,,,,,300
478,,1,,,3,,,,,2,,,,,,,,,,,,,,4,,,,320
479,,,,,4,,,,,1,,2,1,,1,20,,,,,,,,4,,,,430
48,,,,2,,1,,,,3,,,,,,4,,,,,,,,,1,,,425
480,,2,,,5,,,,,5,,,,,,,,,3,,,,,,1,,,250
481,,,,,3,,,,,2,,,1,,,,,,,,,,,4,,,,300
482,,2,,,2,,,,,1,,,,,,10,,,,,,,,8,1,,,340
483,,1,,,3,,,,,2,,,,,1,,,,,,,,,6,,,,350
484,,,,,3,1,,,,3,,,1,,,,,,,,,,,2,,,,320
485,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
486,,2,,,3,,,,,3,,1,,,,,,,,,,,,,,,,310
487,,2,,,4,,,,,3,,,,,,,,,,,,,,,,,,325
488,,,,,3,1,,,,1,,,1,,,,,,,,,,,,,,,270
489,,,,,4,1,,,,1,,,,,1,20,,,,,,,,4,2,,,430
49,,,,,,,,,,3,,,,,,20,,,,,,,,,2,,,400
490,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,240
491,,,,,4,,,,,4,,,1,,,,,,,,,,,,,,,300
492,,2,,,4,,,,,3,,,,,1,,,,,,,,,5,,,,270
493,,,,,3,,,,,3,,,,,,8,,,,,,,,4,1,,,360
494,,1,,,4,,,,,3,,,,,1,,,,,,,,,,,,,220
495,,,,,,,,,,,,,,,,,,,,,,,,,,,,240
496,,,,,3,1,,,,1,,1,1,,,,,,,,,,,3,,,,310
497,,1,,,4,1,,,,,,,1,,,,,,,,,,,3,,,,300
498,,,,,5,,,,,6,,,,,,,,,,,,,,,1,,,300
499,,,,,4,,,,,2,,,1,,,,,,,,,,,4,,,,330
5,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,270
50,,,,,,,,,,,,,,,,,,,,,,,,,,,,280
500,,1,,,4,,,,,3,,,,,,,,,,,,,,,,,,360
501,,1,,,4,,,,,5,,1,,,,,,,,,,,,,,,,420
502,,1,,,3,,,,,3,,,,,1,1,,,,,,,,4,,,,400
503,,,,,3,,,,,4,,,1,,,,,,,,,,,,,,,360
504,,,,,4,,,,,3,,2,,,,,,,,,,,,,,,,420
505,,,,,2,,,,,3,,,,,,,,,,,,,,6,,,,330
506,,,,,3,,,,,5,,,,,1,,,,,,,,,,2,,,300
507,,,,,,,,,,,,,,,,,,,,,,,,,,,,300
508,,1,,,4,,,,,2,,,,,1,,,,,,,,,,1,,,360
509,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,300
51,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,275
510,,1,,,4,,1,,,3,,,,,,,,,,,,,,,,,,240
511,,,,,4,,1,,,6,,1,,,,,,,,,,,,,,,,420
512,,1,,,3,,,,,2,,,,,1,,,,,,,,,,,,,330
513,,1,,,4,1,,,,3,,,,,1,,,,,,,,,,,,,240
514,,,,,3,,,,,3,,,,,1,,,,,,,,,5,,,,360
515,,,,,3,,2,,,3,,,1,,,,,,,,,,,,1,,,430
516,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
517,,,,,4,,1,,,2,,3,1,,,,,,,,,,,4,,,,400
518,,1,,,4,,,,,3,,1,,,,,,,,,,,,,,,,250
519,,,,,4,,1,,,2,,,1,,,,,,,,,,,,,,,350
52,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,345
520,,,,,4,1,,,,1,,1,,,,1,,,,,,,,4,,,,270
521,,,,,4,,2,,,4,,,1,,,,,,,,,,,,2,,,310
522,,,,,2,,,,,2,,,,,1,2,,,,,,,,4,1,,,350
523,,,,,4,,2,,,1,,2,1,,,10,,,,,,,,4,,,,340
524,,,,,4,,,,,3,,2,,,1,,,,,,,,,5,,,,300
525,,1,,,4,,,,,4,,,,,,,,,,,,,,4,1,,,310
526,,,,,,1,1,,,2,,,,,,,,,,,,,,,,,,450
527,,,,,5,,,,,2,,3,1,,,,,,,,,,,4,,,,420
528,,,,,,,,,,,,,,,,,,,,,,,,,,,,210
529,,,,,4,1,,,,3,,,1,,,,,,,,,,,,,,,280
53,,,,1,,,,,,,,,,,,6,,,,1,,,,,,,,345
530,,,,,,,1,,,,,2,1,,1,10,,,,,,,,,,,,375
531,,,,,4,,,,,5,,1,1,,,,,,,,,,,,,,,360
532,,,,,3,,,,,3,,,,,1,,,,,,,,,3,,,,380
533,,,,,4,1,,,,2,,1,1,,,10,,,,,,,,3,,,,360
534,,1,,,3,,,,,2,,,,,1,,,,,,,,,5,,,,340
535,,,,,4,1,1,,,3,,,,,,,,,,,,,,,,,,240
536,,,,,5,,,,,2,,3,1,,,24,,,,,,,,,,,,430
537,,1,,,3,1,,,,4,,,1,,,,,,,,,,,,,,,220
538,,,,,4,,,,,2,,,,,1,,,,,,,,,6,,,,350
539,,,,,6,,,,,3,,3,,,,3,,,,,,,,1,,,,370
54,,,,,,,,,,,,,,,,7,,,,,,,,,,,,365
540,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
541,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
542,,1,,,4,,,,,2,,,,,1,,,,,,,,,,,,,270
543,,1,,,4,,,,,3,,,,,1,,,,,,,,,,1,,,300
544,,,,,3,,,,,3,,1,,,,,,,,,,,,,,,,300
545,,,,,3,,,,,2,,,1,,,,,,,,,,,4,,,,360
546,,,,,3,,,,,3,,2,,,,5,,,,,,,,1,,,,300
547,,,,,4,1,,,,2,,3,1,,,3,,,,,,,,,,,,360
548,,1,,,4,,,,,2,,,,,1,,,,,,,,,,,,,300
549,,,,,3,1,,,,3,,,,,,,,,,,,,,3,,,,330
55,,,,2,,,,,,,,,,,,,,,,,,,,,,,,235
550,,,,,4,,,,,5,,,,,1,,,,,,,,,4,,,,400
551,,,,,4,,,,,3,,1,1,,,,,,,,,,,,,,,400
552,,,,,4,,,,,3,,2,,,1,,,,,,,,,2,,,,360
553,,,,,4,,,,,3,,2,,,,20,,,,,,,,4,,,,360
554,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
555,,1,,,3,1,,,,3,,,,,,,,,,,,,,,,,,280
556,,,,,4,,,,,5,,1,1,,,,,,,,,,,,,,,390
557,,1,,,4,1,,,,3,,,,,,,,,,,,,,3,,,,420
558,,,,,5,,,,,4,,,,,,,,,,,,,,,1,,,380
559,,,,,4,,,,,3,,1,1,,,10,,,,,,,,4,,,,330
56,,,,1,,,,,,,,2,,,,,,,,1,,,,,,,,400
560,,,,,,,,,,2,,,,,,,,,,,,,,,,,,300
561,,,,,4,,,,,3,,1,1,,,,,,,,,,,,,,,400
562,,1,,,3,,,,,2,,,,,1,,,,,,,,,2,,,,420
563,,,,,4,,,,,3,,3,1,,,3,,,,,,,,1,,,,365
564,,1,,,4,1,,,,3,,1,,,,,,,,,,,,,,,,345
565,,,,,4,,,,,2,,3,1,,1,3,,,,,,,,,,,,420
566,,,,,,,,,,,,,,,,,,,,,,,,,,,,180
567,,,,,3,1,,,,2,,,,,,3,,,,,,,,,,,,270
568,,1,,,3,,,,,3,,,1,,,,,,,,,,,,,,,270
569,,,,,5,,,,,3,,2,1,,,4,,,,,,,,,,,,360
57,,,,1,,,,,,,,3,,,,4,,,,,,,,,,,,365
570,,,,,4,,,,,6,,,,,,,,,,,,,,,2,,,300
571,,,,,4,,,,,2,9,,,,1,,,,,1,,,,,,,,360
572,,1,,,3,,,,,2,11,,,,1,6,,,,,,,,,,,,390
573,,1,,,3,,,,,1,6,1,1,,1,10,,,,,,,,,,,,420
574,,,,,,,,,,,,,,,,,,,,,,,,,,,,250
575,,1,,1,4,,,,,2,7,2,1,,,,,,,,,,,,,,,400
576,,,,,4,,,,,2,8,,,,2,,,,,1,,,,,,,,300
577,,,,,4,,,,,,8,,1,,1,,,,,1,,,,4,,,,340
578,,,,,5,,,,,,9,,1,,1,2,,,,1,,,,4,,,,450
579,,1,,1,4,,,,,,8,,1,,1,3,,,,,,,,2,,,,395
58,,,,,,,,,,,,,,,,,,,,,,,,,2,,,405
580,,1,,1,3,,,,,4,9,1,,,,,,,,,,,,,,,,400
581,,,,1,,,,,,,12,,,,,4,,,,,,,,,,,,300
582,,,,,3,,,,,3,8,,,,,,,,,,,,,,,,,375
583,,1,,,6,,,,,,10,,1,,2,3,,,,1,,,,2,,,,415
584,,,31,,6,,,,,,,,,,,,,,,,,,,,,,,300
585,,3,,,4,,,,,,10,,,,2,14,,,,,,,,,1,,,405
586,,,,,,,,,,,,,,,,,,,,,,,,,,,,220
587,,2,,,5,,,,,3,10,,,,1,,,,,,,,,10,1,,,400
588,,,,,4,,,,,,7,,1,,2,,,,,1,,,,,,,,340
589,,,,,4,,,,,2,11,1,,,,,,,,1,,,,2,,,,375
59,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,385
590,,,,,,,,,,3,,,,,,,,,,,,,,,,,,300
591,,1,,,5,,,,,,9,,1,,1,,,,,,,,,,,,,300
592,,2,,,5,,,,,2,13,,,,1,,,,,1,,,,4,,,,310
593,,1,,,7,,,,,3,15,,,,,,,,,,,,,3,,,,300
594,,,,1,4,,,,,4,5,2,,,,20,,,,,,,,,,,,450
595,,,,,5,,,,,4,10,,,,1,,,,,,,,,,1,,,420
596,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
597,,,,,5,,,,,,9,,1,,1,,,,,1,,,,4,,,,300
598,,1,,1,5,,,,,,10,,1,,,,,,,1,,,,6,,,,325
599,,,,,,,,,,1,,,,,,,,,,,,,,,,,,300
6.1,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,285
6.2,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,285
6,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,285
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,215
600,,,,,3,,,,,3,7,3,,,,,,,,,,,,,,,,400
601,,1,,1,3,,,,,,6,,1,,1,,,,,,,,,,,,,320
602,,1,,,5,,,,,,13,,1,,2,,,,,,,,,4,,,,350
603,,,,,5,,,,,4,11,,,,,,,,,1,,,,,1,,,300
604,,1,,1,4,,,,,5,12,2,,,,,,,,,,,,,,,,360
605,,1,,1,5,,,,,3,12,3,,,,,,,,,,,,,,,,400
606,,,,,3,,,,,,,,,,,,,,,,,,,,,,,300
607,,1,,,5,,,,,2,10,,,,2,,,,,,,,,,,,,300
608,,,,,5,,,,,,13,,1,,,,,,,1,,,,4,,,,255
609,,1,,,5,,,,,,9,,,,2,,,,,1,,,,5,,,,420
61,,,,2,,1,,,,,,,,,,,,,,1,,,,,,,,375
610,,1,,,5,,,,,5,9,2,,,,,,,,,,,,,,,,420
611,,1,,,4,,,,,6,10,,,,1,,,,,,,,,,1,,,300
612,,,,1,5,,,,,2,12,2,,,2,,,,,,,,,,,,,450
613,,1,,1,5,1,,,,2,,,1,,,,,,,,,,,,,,,360
614,,1,,,6,,,,,3,11,,,,,,,,,,,,,5,,,,320
615,,1,,,4,,,,,6,10,2,,,,,,,,,,,,,,,,420
616,,1,,,5,,,,,4,10,,,,,,,,,,,,,,,,,360
617,,,,,2,,,,,,6,,1,,,,,,,1,,,,,,,,330
618,,,,,3,,,,,,5,1,,,,13,,,,,,,,,,,,390
619,,,,1,4,,,,,3,7,3,,,,,,,,,,,,,,,,465
62,,,,1,,,,,,,,,,,,4,,,,,,,,,,,,365
620,,1,,,5,,,,,,11,,1,,,,,,,1,,,,,1,,,460
621,,,,,4,,,,,2,8,,,,3,,,,,,,,,,2,,,405
622,,1,,,6,,,,,,15,,,,1,,,,,1,,,,,,,,255
623,,1,,,4,,,,,3,11,,,,,,,,,,,,,5,,,,390
624,,,,,6,,,,,,10,,,,2,5,,,,,,,,,1,,,300
625,,1,,,6,,,,,3,15,,,,,,,,,,,,,,,,,315
626,,,,,7,,,,,4,13,,,,,,,,,,,,,,,,,335
627,,1,,,4,,,,,,7,2,3,,,20,,,,,,,,,,,,440
628,,,,,,,,,,,,,,,,,,,,,,,,,,,,220
629,,1,,,5,,,,,3,12,,,,,,,,,,,,,3,,,,350
63,,,,1,,,,,,,,2,,,,,,,,,,,,,,,,365
630,,1,,,5,,,,,,11,2,,,,,,,,,,,,4,,,,410
631,,,,,4,,,,,,9,,3,,,,,,,,,,,,,,,270
632,,,,,,,,,,1,,,,,,,,,,,,,,,,,,300
633,,,,,4,,,,,3,8,,,,,,,,,,,,,5,,,,320
634,,1,,,5,1,,,,,7,,,,2,,,,,,,,,,,,,270
635,,,,,4,,,,,,7,1,1,,2,10,,,,,,,,3,,,,320
636,,1,,,3,,,,,2,12,,,,,,,,,,,,,,,,,300
637,,1,,,4,,,,,,9,,3,,,,,,,,,,,3,,,,300
638,,1,,,6,,,,,5,11,,,,,,,,,,,,,,1,,,285
639,,,,,6,,,,,,,,,,,,,,,,,,,,,,,300
64,,,,2,,,,,,,,3,,,,,,,,,,,,,,,,410
640,,1,,,5,1,,,,,,3,,,2,,,,,,,,,3,,,,330
641,,,,,,,,,,3,,,,,,,,,,,,,,,,,,320
